name,main_lang,ms_item,ms_class,obj_desc,sup_desc,early_date,late_date,period,region,settlement,geo_place
Beth 0113,grc,jewish,funerary,arcosolium,,200,350,Talmudic,Galilee,BethShearim,
Beth 0114,grc,jewish,funerary,wall,,200,350,Talmudic,Galilee,BethShearim,
Beth 0115,grc,jewish,funerary,arcosoliumwall,,200,350,Talmudic,Galilee,BethShearim,
Beth 0116,grc,jewish,funerary,arcosolium,,200,350,Talmudic,Galilee,BethShearim,
Beth 0117,grc,jewish,funerary,arcosolium,,200,350,Talmudic,Galilee,BethShearim,
Beth 0118,grc,jewish,funerary,wall,,200,350,Talmudic,Galilee,BethShearim,
Beth 0119,grc,jewish,funerary,arcosoliumwall,,200,350,Talmudic,Galilee,BethShearim,
Beth 0120,grc,jewish,funerary,tombstone,stone,200,350,Talmudic,Galilee,BethShearim,
Beth 0121,grc,jewish,funerary,arcosolium,,200,350,Talmudic,Galilee,BethShearim,
Beth 0122,grc,jewish,funerary,arcosolium,,200,350,Talmudic,Galilee,BethShearim,
Beth 0123,grc,jewish,funerary,arcosolium,,200,350,Talmudic,Galilee,BethShearim,
Beth 0124,grc,jewish,funerary,arcosolium,,200,350,Talmudic,Galilee,BethShearim,
Beth 0125,grc,jewish,funerary,arcosolium,,200,350,Talmudic,Galilee,BethShearim,
Beth 0126,grc,jewish,funerary,arcosolium,,200,350,Talmudic,Galilee,BethShearim,
Beth 0127,grc,jewish,funerary,slab,marble,200,250,Late Roman,Galilee,BethShearim,
Beth 0128,grc,jewish,funerary,arcosolium,,200,300,Roman,Galilee,BethShearim,
Beth 0129,grc,jewish,funerary,arcosolium,,200,300,Roman,Galilee,BethShearim,
Beth 0130,grc,jewish,funerary,wall,,200,300,Roman,Galilee,BethShearim,
Beth 0131,grc,jewish,funerary,wall,,200,300,Roman,Galilee,BethShearim,
Beth 0132,grc,jewish,funerary,slab,,200,300,Roman,Galilee,BethShearim,
Beth 0133,grc,jewish,funerary,wall,,200,300,Roman,Galilee,BethShearim,
Beth 0134,grc,jewish,funerary,arcosolium,,200,400,Talmudic,Galilee,BethShearim,
Beth 0135,grc,jewish,funerary,unknownobject,,200,400,Talmudic,Galilee,BethShearim,
Beth 0136,grc,jewish,funerary,arcosolium,,200,400,Talmudic,Galilee,BethShearim,
Beth 0137,grc,jewish,funerary,arcosolium,,200,400,Talmudic,Galilee,BethShearim,
Beth 0138,grc,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
Beth 0139,grc,jewish,funerary,post,,200,400,Talmudic,Galilee,BethShearim,
Beth 0140,grc,jewish,funerary,post,,200,400,Talmudic,Galilee,BethShearim,
Beth 0141,grc,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
Beth 0142,grc,jewish,funerary,post,,200,400,Talmudic,Galilee,BethShearim,
Beth 0143,grc,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
Beth 0144,grc,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
Beth 0145,grc,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
Beth 0146,grc,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
Beth 0147,grc,jewish,funerary,arcosolium,,200,400,Talmudic,Galilee,BethShearim,
Beth 0148,grc,jewish,funerary,lintel,,200,400,Talmudic,Galilee,BethShearim,
Beth 0149,grc,jewish,funerary,slab,marble,200,400,Talmudic,Galilee,BethShearim,
Beth 0150,grc,jewish,funerary,lintel,,200,400,Talmudic,Galilee,BethShearim,
Βετη 0151,grc,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
beth0152,grc,jewish,funerary,arcosolium,,200,400,Talmudic,Galilee,BethShearim,
Beth 0153,grc,jewish,funerary,arcosolium,,200,400,Talmudic,Galilee,BethShearim,
Beth 0154,grc,jewish,funerary,arcosolium,,200,400,Talmudic,Galilee,BethShearim,
Beth 0155,grc,jewish,funerary,arcosolium,,200,400,Talmudic,Galilee,BethShearim,
Beth 0156,grc,jewish,funerary,arcosolium,,200,400,Talmudic,Galilee,BethShearim,
Beth 0157,grc,jewish,funerary,arcosolium,,200,400,Talmudic,Galilee,BethShearim,
Beth 0158,grc,jewish,funerary,arcosolium,,200,400,Talmudic,Galilee,BethShearim,
Beth 0159,grc,jewish,funerary,arcosolium,,200,400,Talmudic,Galilee,BethShearim,
Beth 0160,grc,jewish,funerary,unknownobject,,200,400,Talmudic,Galilee,BethShearim,
Beth 0161,grc,jewish,funerary,unknownobject,,200,400,Talmudic,Galilee,BethShearim,
Beth 0162,grc,jewish,funerary,arcosolium,,200,400,Talmudic,Galilee,BethShearim,
Beth 0163,grc,jewish,funerary,arch,,200,400,Talmudic,Galilee,BethShearim,
Beth 0164,grc,jewish,funerary,lid,,200,400,Talmudic,Galilee,BethShearim,
Beth 0165,grc,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
Beth 0166,grc,jewish,funerary,arcosolium,,200,400,Talmudic,Galilee,BethShearim,
Beth 0167,grc,jewish,funerary,arcosolium,,200,400,Talmudic,Galilee,BethShearim,
Beth 0168,grc,jewish,funerary,arcosolium,,200,400,Talmudic,Galilee,BethShearim,
Beth 0169,grc,jewish,funerary,lintel,,200,400,Talmudic,Galilee,BethShearim,
Beth 0170,grc,jewish,funerary,arcosolium,,200,400,Talmudic,Galilee,BethShearim,
Beth 0171,grc,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
Beth 0172,grc,jewish,funerary,arcosolium,,200,400,Talmudic,Galilee,BethShearim,
Beth 0173,grc,jewish,funerary,arcosolium,,200,400,Talmudic,Galilee,BethShearim,
Beth 0174,grc,jewish,funerary,arcosolium,plaster,200,400,Talmudic,Galilee,BethShearim,
Beth 0175,grc,jewish,funerary,kokh,,200,400,Talmudic,Galilee,BethShearim,
Beth 0176,grc,jewish,funerary,slab,stoneother,200,400,Talmudic,Galilee,BethShearim,
Beth 0177,grc,jewish,funerary,arcosolium,plaster,200,400,Talmudic,Galilee,BethShearim,
Beth 0178,grc,jewish,funerary,arcosolium,,200,400,Talmudic,Galilee,BethShearim,
Beth 0179,grc,jewish,funerary,kokh,,200,400,Talmudic,Galilee,BethShearim,
Beth 0180,grc,jewish,funerary,unknownobject,,200,400,Talmudic,Galilee,BethShearim,
Beth 0181,grc,jewish,funerary,hall,,200,400,Talmudic,Galilee,BethShearim,
Beth 0182,grc,jewish,funerary,kokh,,200,400,Talmudic,Galilee,BethShearim,
Beth 0183,grc,jewish,funerary,arcosolium,,200,400,Talmudic,Galilee,BethShearim,
Beth 0184,grc,jewish,funerary,slab,,250,300,Roman,Galilee,BethShearim,
Beth 0185,grc,jewish,funerary,lintel,,200,400,Talmudic,Galilee,BethShearim,
Beth 0186,grc,jewish,funerary,lintel,,200,400,Talmudic,Galilee,BethShearim,
Beth 0187,grc,jewish,funerary,unknownobject,,200,400,Talmudic,Galilee,BethShearim,
Beth 0188,grc,jewish,funerary,arcosolium,,200,400,Talmudic,Galilee,BethShearim,
Beth 0189,grc,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
Beth 0190,grc,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
Beth 0191,grc,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
Beth 0192,grc,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
Beth 0193,grc,jewish,funerary,hall,,200,400,Talmudic,Galilee,BethShearim,
beth0194,grc,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
Beth 0195,grc,jewish,funerary,hall,,200,400,Talmudic,Galilee,BethShearim,
beth0196,grc,jewish,funerary,arch,,200,400,Talmudic,Galilee,BethShearim,
beth0197,grc,jewish,funerary,door,,200,400,Talmudic,Galilee,BethShearim,
Beth 0198,grc,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
beth0199,grc,jewish,funerary,slab,,200,400,Talmudic,Galilee,BethShearim,
beth0200,grc,jewish,funerary,lintel,,200,400,Talmudic,Galilee,BethShearim,
Beth 0201,grc,jewish,funerary,slab,marble,200,400,Talmudic,Galilee,BethShearim,
beth0202,grc,jewish,funerary,arch,,200,400,Talmudic,Galilee,BethShearim,
beth0203,grc,jewish,dedicatory,slab,,200,400,Talmudic,Galilee,BethShearim,
Beth 0204,grc,jewish,funerary,slab,,200,400,Talmudic,Galilee,BethShearim,
beth0205,grc,jewish,funerary,slab,,200,400,Talmudic,Galilee,BethShearim,
beth0206,grc,jewish,funerary,plaque,,200,400,Talmudic,Galilee,BethShearim,
beth0207,grc,jewish,funerary,plaque,marble,200,400,Talmudic,Galilee,BethShearim,
beth0208,grc,jewish,dedicatory,slab,marble,200,400,Talmudic,Galilee,BethShearim,
beth0209,grc,jewish,funerary,slab,marble,200,400,Talmudic,Galilee,BethShearim,
Beth 0210,grc,jewish,funerary,slab,marble,200,400,Talmudic,Galilee,BethShearim,
beth0211,grc,jewish,funerary,plaque,marble,200,400,Talmudic,Galilee,BethShearim,
beth0212,grc,jewish,funerary,slab,marble,200,400,Talmudic,Galilee,BethShearim,
beth 0213,grc,jewish,funerary,slab,marble,200,400,Talmudic,Galilee,BethShearim,
beth0214,grc,jewish,funerary,plaque,marble,200,400,Talmudic,Galilee,BethShearim,
Beth 0215,grc,jewish,funerary,plaque,marble,200,400,Talmudic,Galilee,BethShearim,
beth0216,grc,jewish,funerary,plaque,marble,200,400,Talmudic,Galilee,BethShearim,
Beth 0217,grc,jewish,funerary,slab,marble,200,400,Talmudic,Galilee,BethShearim,
beth0218,grc,jewish,funerary,plaque,marble,200,400,Talmudic,Galilee,BethShearim,
Beth 0219,grc,jewish,labelownership,pottery,,200,400,Talmudic,Galilee,BethShearim,
Beth 0220,grc,jewish,funerary,arcosolium,,200,400,Talmudic,Galilee,BethShearim,
beth0221,grc,jewish,funerary,slab,marble,200,400,Talmudic,Galilee,BethShearim,Catacomb 25
beth0222,grc,jewish,funerary,arcosolium,,200,400,Talmudic,Galilee,BethShearim,
beth0223,arc,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
beth0224,arc,jewish,funerary,kokh,,200,400,Talmudic,Galilee,BethShearim,
beth0225,arc,jewish,funerary,slab,,200,400,Talmudic,Galilee,BethShearim,
beth0226,arc,jewish,funerary,door,,200,400,Talmudic,Galilee,BethShearim,
beth0227,heb,jewish,funerary,door,,200,400,Talmudic,Galilee,BethShearim,
beth0228,heb,jewish,funerary,arcosolium,,200,400,Talmudic,Galilee,BethShearim,
beth0229,heb,jewish,funerary,arcosolium,,200,400,Talmudic,Galilee,BethShearim,
Beth 0230,heb,jewish,funerary,stone,stone,200,400,Talmudic,Galilee,BethShearim,
Beth 0231,grc,jewish,funerary,kokh,,200,400,Talmudic,Galilee,BethShearim,
Beth 0232,grc,jewish,funerary,slab,,200,400,Talmudic,Galilee,BethShearim,
beth0233,heb,jewish,funerary,niche,,200,400,Talmudic,Galilee,BethShearim,
beth0234,heb,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
beth0235,heb,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
beth0236,heb,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
beth0237,heb,jewish,funerary,sarcophagus,,200,400,Talmudic,Galilee,BethShearim,
Beth 0238,heb,jewish,funerary,arcosolium,,200,400,Talmudic,Galilee,BethShearim,
Beth 0239,heb,jewish,funerary,sarcophagus,,200,400,Talmudic,Galilee,BethShearim,
beth0240,heb,jewish,funerary,sarcophagus,,200,400,Talmudic,Galilee,BethShearim,
Beth 0241,heb,jewish,funerary,door,,200,400,Talmudic,Galilee,BethShearim,
Beth 0242,heb,jewish,funerary,arcosolium,,200,400,Talmudic,Galilee,BethShearim,
beth0243,heb,jewish,funerary,arcosolium,,200,400,Talmudic,Galilee,BethShearim,
beth0244,heb,jewish,funerary,sarcophagus,,200,400,Talmudic,Galilee,BethShearim,
beth0245,heb,jewish,funerary,sarcophagus,,200,400,Talmudic,Galilee,BethShearim,
Beth 0246,heb,jewish,funerary,sarcophagus,,200,400,Talmudic,Galilee,BethShearim,
Beth 0247,heb,jewish,funerary,sarcophagus,,200,400,Talmudic,Galilee,BethShearim,
beth0248,heb,jewish,funerary,sarcophagus,,200,400,Talmudic,Galilee,BethShearim,
beth0249,heb,jewish,funerary,rock,,200,400,Talmudic,Galilee,BethShearim,
beth0250,heb,jewish,funerary,sarcophagus,,200,400,Talmudic,Galilee,BethShearim,
Beth 0251,heb,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
beth0252,arc,jewish,funerary,arcosolium,,200,250,Talmudic,Galilee,BethShearim,
beth0253,arc,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
beth0254,arc,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
beth0255,heb,jewish,funerary,slab,,200,400,Talmudic,Galilee,BethShearim,
beth0256,heb,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
beth0257,heb,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
Beth 0258,heb,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
Beth 0259,heb,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
beth0260,heb,jewish,funerary,ceiling,,200,400,Talmudic,Galilee,BethShearim,
beth0261,heb,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
beth0262,heb,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
Beth 0263,heb,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
beth0264,arc,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
Beth 0265,heb,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
Beth 0266,heb,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
Beth 0267,arc,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
beth0268,heb,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
beth0269,heb,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
beth0270,heb,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
ּBeth 0271,heb,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
Beth 0272,heb,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
beth0273,arc,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
Beth 0274,heb,jewish,funerary,stone,stone,200,400,Talmudic,Galilee,BethShearim,
beth0275,arc,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
Beth 0276,heb,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
beth0277,heb,unknownreligion,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
beth0278,heb,unknownreligion,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
beth0280,arc,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
beth0281,arc,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
beth0282,arc,jewish,funerary,wall,,200,400,Talmudic,Galilee,BethShearim,
beth0283,arc,jewish,funerary,rock,,200,400,Talmudic,Galilee,BethShearim,
Bett 0001,grc,christian,dedicatory,mosaic,stone,550,700,Byzantine,Judaea,Betthar,
Bett 0002,grc,christian,dedicatory,mosaic,stone,550,725,Byzantine,Judaea,Betthar,
Bett 0003,grc,christian,dedicatory,mosaic,glass,550,725,Byzantine,Judaea,Betthar,
Bett 0004,grc,christian,dedicatory,mosaic,stone,550,725,Byzantine,Judaea,Betthar,
Beze 0001,grc,christian,dedicatory,mosaic,stone,567,568,Byzantine,Galilee,BezethNE,
Beze 0002,grc,christian,placemarkerboundary,plaque,marble,560,600,Byzantine,Galilee,Bezethlatlon,"33°04′39″N, 35°08′39″E"
BGuv 0100,grc,otherreligion,dedicatory,lintel,stone,300,375,Byzantine,Judaea,BethGuvrin,Kibbutz Beit Guvrin
Bguv 0101,grc,otherreligion,graffiti,rock,stoneother,-200,-1,Hellenistic,Judaea,BethGuvrin,Philinos Cave
Bguv 0102,grc,otherreligion,graffiti,rock,stoneother,-200,-1,Hellenistic,Judaea,BethGuvrin,Philinos Cave
Bguv 0103,grc,christian,dedicatory,mosaic,materialunknown,324,638,Byzantine,Judaea,BethGuvrin,Chapel
Bire 0001,grc,christian,textunknown,lintel,,338,500,Byzantine,Golan,ElBireh,Dwelling
Bire 0002,grc,christian,textunknown,lintel,,338,500,Byzantine,Golan,ElBireh,Dwelling
Birs 0001,grc,christian,dedicatory,mosaicfloor,,450,500,Byzantine,Negev,Birsama,ancient Christian church
Birs 0002,grc,christian,dedicatory,mosaicfloor,,450,550,Byzantine,Negev,Birsama,ancient Christian Church
Birs 0003,grc,christian,dedicatory,mosaicfloor,,450,550,Byzantine,Negev,Birsama,Ancient Christian Church
Birs 0004,grc,christian,dedicatory,mosaicfloor,,450,550,Byzantine,Negev,Birsama,Ancient Christian Church
birs0005,grc,christian,dedicatory,mosaicfloor,,450,550,Byzantine,Negev,Birsama,Ancient Christian Church
Birs 0006,grc,christian,dedicatory,mosaicfloor,,450,550,Byzantine,Negev,Birsama,Ancient Christian Church
Birs 0007,grc,christian,dedicatory,mosaicfloor,,450,550,Byzantine,Negev,Birsama,Ancient Christian Church
Birs 0008,grc,christian,dedicatory,mosaicfloor,,450,550,Byzantine,Negev,Birsama,ancient Christian church
Birs 0009,grc,christian,dedicatory,mosaicfloor,,450,550,Byzantine,Negev,Birsama,ancient Christian church
Bker 0001,grc,christian,dedicatory,floormosaic,materialunknown,450,550,Byzantine,Judaea,BethhaKerem,"North Chapel (Chapel of the Martyrs of
                                    God)"
Bleh 0001,grc,christian,verse,mosaic,stone,324,620,Byzantine,Judaea,Bethlehem,Mausoleum of David
Bleh 0002,grc,christian,dedicatory,mosaic,stone,589,590,Byzantine,Judaea,Bethlehem,Floor of a chapel 
Bleh 0003,grc,christian,verse,mosaic,stone,324,638,Byzantine,Judaea,Bethlehem,"Pavement of the ruined church near a
                                    necropolis"
Bleh 0004,grc,christian,dedicatory,otherobject,marble,324,638,Byzantine,Judaea,Bethlehem,Justinian Church 
Bloy 0001,heb,jewish,funerary,walltomb,limestone,-599,-500,Persian,Judaea,BethLoya,
Bloy 0002,heb,jewish,funerary,walltomb,limestone,-599,-500,Persian,Judaea,BethLoya,"Burial cave on the eastern slope of the
                                    hill"
Bloy 0003,heb,jewish,funerary,walltomb,stone,-599,-500,Persian,Judaea,BethLoya,"Burial cave on the eastern slope of the
                                    hill"
Bloy 0004,grc,christian,dedicatory,mosaic,stone,475,525,Byzantine,Judaea,BethLoya,Basilica
Bloy 0005,grc,christian,dedicatory,mosaic,stone,500,600,Byzantine,Judaea,BethLoya,Basilica
Bloy 0006,grc,christian,dedicatory,mosaic,stone,500,600,Byzantine,Judaea,BethLoya,Basilica
Bloy 0007,grc,christian,dedicatory,mosaic,stone,500,600,Byzantine,Judaea,BethLoya,Basilica
Bloy 0008,grc,christian,dedicatory,mosaic,stone,500,600,Byzantine,Judaea,BethLoya,Basilica
Bloy 0009,grc,christian,dedicatory,mosaic,stone,500,600,Byzantine,Judaea,BethLoya,Basilica
Bqut 0001,geo,christian,dedicatory,mosaic,,532,532,Byzantine,Judaea,BirelQutt,St. Theodore Monastery
Bqut 0002,geo,christian,building,mosaic,,430,430,Byzantine,Judaea,BirelQutt,St. Theodore Monastery
Bsaf 0001,grc,christian,dedicatory,mosaic,stone,490,701,Byzantine,Judaea,BeitSafafa,"Small funerary chapel south-west of
                                    Jerusalem"
Bsaf 0002,grc,christian,dedicatory,mosaic,stone,596,701,Byzantine,Judaea,BeitSafafa,Chapel at Kh. Sheibun
Bsha 0001,grc,christian,dedicatory,mosaic,stone,550,600,Byzantine,Coastal Plain,BeitShaar,Church
Bsha 0002,grc,christian,dedicatory,mosaic,stone,324,638,Byzantine,Coastal Plain,BeitShaar,In the nave of the church 
Bshe 0001,grc,christian,dedicatory,slab,limestone,558,559,Byzantine,Jordan Valley,ScythopolisBethShean,
Bshe 0002,grc,unknownreligion,funerary,sarcophagus,marble,21,22,Herodian,Jordan Valley,ScythopolisBethShean,
Bshe 0003,grc,unknownreligion,dedicatory,statuebase,limestone,139,140,Late Roman,Jordan Valley,ScythopolisBethShean,
Bshe 0004,grc,otherreligion,dedicatory,altar,limestone,141,142,Late Roman,Jordan Valley,ScythopolisBethShean,
Bshe 0005,grc,otherreligion,dedicatory,statuebase,limestone,161,180,Late Roman,Jordan Valley,ScythopolisBethShean,
Bshe 0006,la,otherreligion,dedicatory,column,limestone,305,311,Late Roman,Jordan Valley,ScythopolisBethShean,
Bshe 0007,grc,unknownreligion,dedicatory,slab,limestone,521,522,Byzantine,Jordan Valley,ScythopolisBethShean,
Bshe 0008,grc,unknownreligion,dedicatory,slab,limestone,521,522,Byzantine,Jordan Valley,ScythopolisBethShean,
Bshe 0009,grc,unknownreligion,dedicatory,mosaic,stoneunknown,522,522,Byzantine,Jordan Valley,ScythopolisBethShean,
Bshe 0010,grc,jewish,dedicatory,mosaic,stone,400,500,Byzantine,Jordan Valley,ScythopolisBethShean,
Bshe 0011,grc,jewish,dedicatory,mosaic,stone,400,500,Byzantine,Jordan Valley,ScythopolisBethShean,
Bshe 0012,grc,christian,dedicatory,slab,stone,524,525,Byzantine,Jordan Valley,ScythopolisBethShean,Caravanserai
Bshe 0013,grc,jewish,dedicatory,mosaic,stone,500,600,Byzantine,Jordan Valley,ScythopolisBethShean,
Bshe 0014,grc,unknownreligion,dedicatory,slab,limestone,524,525,Byzantine,Jordan Valley,ScythopolisBethShean,
Bshe 0015,grc,unknownreligion,dedicatory,slab,stone,522,526,Byzantine,Jordan Valley,ScythopolisBethShean,Tell el-Husn
Bshe 0016,grc,jewish,dedicatory,mosaic,stone,500,600,Byzantine,Jordan Valley,ScythopolisBethShean,
Bshe 0019,grc,christian,dedicatory,mosaic,stone,553,569,Byzantine,Jordan Valley,ScythopolisBethShean,Monastery
Bshe 0020,grc,christian,calendar,mosaic,stone,553,569,Byzantine,Jordan Valley,ScythopolisBethShean,Monastery of Lady Mary 
Bshe 0021,grc,christian,dedicatory,mosaic,stone,553,569,Byzantine,Jordan Valley,ScythopolisBethShean,Monastery of Lady Mary 
Bshe 0022,grc,christian,prayer,mosaic,stone,553,569,Byzantine,Jordan Valley,ScythopolisBethShean,Monastery of Lady Mary
Bshe 0023,grc,christian,prayer,mosaic,stone,500,567,Byzantine,Jordan Valley,ScythopolisBethShean,Monastery of Lady Mary
Bshe 0024,grc,christian,funerary,mosaic,stone,567,567,Byzantine,Jordan Valley,ScythopolisBethShean,Monastery of Lady Mary
Bshe 0025,grc,christian,funerary,mosaic,stone,567,567,Byzantine,Jordan Valley,ScythopolisBethShean,Monastery of Lady Mary
Bshe 0026,grc,christian,dedicatory,mosaic,stone,568,600,Byzantine,Jordan Valley,ScythopolisBethShean,Monastery of Lady Mary
Bshe 0027,grc,otherreligion,dedicatoryvotive,statuebase,limestone,29,139,Early Roman,Jordan Valley,ScythopolisBethShean,
Bshe 0028,grc,otherreligion,dedicatoryvotive,altar,limestone,144,145,Late Roman,Jordan Valley,ScythopolisBethShean,"In secondary use in an Arab building at the
                                    foot of the tell."
Bshe 0029,grc,jewish,dedicatory,mosaic,stone,518,527,Byzantine,Jordan Valley,ScythopolisBethShean,Samaritan(?) Synagogue
